"","experiment","trial","agent","phase","slide","distribution","target1","target2","target3","item_l","item_m","item_r","correctItem","pick","pickPos","pickCat","correct_item","workerIp","correct_target1","correct_target2","correct_target3","lastInputCat","same_lastInput","workerid"
"42","distribution_adults_relative",5,"Bear","training","2","c(3, 0, 0)","instruments","fruits","clothes","orange","trumpet","hat","trumpet","trumpet","item_m","instruments",1,"23.229.117.39",NA,NA,NA,NA,NA,"53e1dbb431c0dad4929e32485e99b04d"
"43","distribution_adults_relative",5,"Bear","training","3","c(3, 0, 0)","instruments","fruits","clothes","piano","apple","sock","piano","piano","item_l","instruments",1,"23.229.117.39",NA,NA,NA,NA,NA,"53e1dbb431c0dad4929e32485e99b04d"
"44","distribution_adults_relative",5,"Bear","test","choice","c(3, 0, 0)","instruments","fruits","clothes","skirt","banana","flute",NA,"banana","item_m","fruits",NA,"23.229.117.39",0,1,0,"instruments",0,"53e1dbb431c0dad4929e32485e99b04d"
"45","distribution_adults_relative",6,"Frog","training","1","c(1, 1, 1)","fruits","clothes","furniture","hat","drawer","cherry","drawer","drawer","item_m","furniture",1,"23.229.117.39",NA,NA,NA,NA,NA,"53e1dbb431c0dad4929e32485e99b04d"
"46","distribution_adults_relative",6,"Frog","training","2","c(1, 1, 1)","fruits","clothes","furniture","shoe","chair","banana","banana","banana","item_r","fruits",1,"23.229.117.39",NA,NA,NA,NA,NA,"53e1dbb431c0dad4929e32485e99b04d"
"47","distribution_adults_relative",6,"Frog","training","3","c(1, 1, 1)","fruits","clothes","furniture","skirt","table","apple","skirt","skirt","item_l","clothes",1,"23.229.117.39",NA,NA,NA,NA,NA,"53e1dbb431c0dad4929e32485e99b04d"
"48","distribution_adults_relative",6,"Frog","test","choice","c(1, 1, 1)","fruits","clothes","furniture","sock","lamp","orange",NA,"orange","item_r","fruits",NA,"23.229.117.39",1,0,0,"clothes",0,"53e1dbb431c0dad4929e32485e99b04d"
"49","distribution_adults_relative",1,"Frog","training","1","c(3, 0, 0)","fruits","vehicles","clothes","cherry","jacket","airplane","cherry","cherry","item_l","fruits",1,"2607:fb90:31:e1ca:c1b5:eb2:b38b:e6c",NA,NA,NA,NA,NA,"1764fd1a6e5ebd4c014bcdfefd167b5d"
"50","distribution_adults_relative",1,"Frog","training","2","c(3, 0, 0)","fruits","vehicles","clothes","pineapple","shirt","motorbike","pineapple","pineapple","item_l","fruits",1,"2607:fb90:31:e1ca:c1b5:eb2:b38b:e6c",NA,NA,NA,NA,NA,"1764fd1a6e5ebd4c014bcdfefd167b5d"
"51","distribution_adults_relative",1,"Frog","training","3","c(3, 0, 0)","fruits","vehicles","clothes","sock","apple","train","apple","apple","item_m","fruits",1,"2607:fb90:31:e1ca:c1b5:eb2:b38b:e6c",NA,NA,NA,NA,NA,"1764fd1a6e5ebd4c014bcdfefd167b5d"
"52","distribution_adults_relative",1,"Frog","test","choice","c(3, 0, 0)","fruits","vehicles","clothes","boat","hat","banana",NA,"hat","item_m","clothes",NA,"2607:fb90:31:e1ca:c1b5:eb2:b38b:e6c",0,0,1,"fruits",0,"1764fd1a6e5ebd4c014bcdfefd167b5d"
"53","distribution_adults_relative",2,"Sheep","training","1","c(2, 1, 0)","vehicles","clothes","instruments","xylophone","boat","shoe","boat","boat","item_m","vehicles",1,"2607:fb90:31:e1ca:c1b5:eb2:b38b:e6c",NA,NA,NA,NA,NA,"1764fd1a6e5ebd4c014bcdfefd167b5d"
"54","distribution_adults_relative",2,"Sheep","training","2","c(2, 1, 0)","vehicles","clothes","instruments","airplane","drum","jacket","jacket","jacket","item_r","clothes",1,"2607:fb90:31:e1ca:c1b5:eb2:b38b:e6c",NA,NA,NA,NA,NA,"1764fd1a6e5ebd4c014bcdfefd167b5d"
"55","distribution_adults_relative",2,"Sheep","training","3","c(2, 1, 0)","vehicles","clothes","instruments","sock","bus","trumpet","bus","bus","item_m","vehicles",1,"2607:fb90:31:e1ca:c1b5:eb2:b38b:e6c",NA,NA,NA,NA,NA,"1764fd1a6e5ebd4c014bcdfefd167b5d"
"56","distribution_adults_relative",2,"Sheep","test","choice","c(2, 1, 0)","vehicles","clothes","instruments","truck","skirt","violin",NA,"skirt","item_m","clothes",NA,"2607:fb90:31:e1ca:c1b5:eb2:b38b:e6c",0,1,0,"vehicles",0,"1764fd1a6e5ebd4c014bcdfefd167b5d"
"57","distribution_adults_relative",3,"Bear","training","1","c(2, 1, 0)","clothes","instruments","mammals","cow","violin","jacket","jacket","jacket","item_r","clothes",1,"2607:fb90:31:e1ca:c1b5:eb2:b38b:e6c",NA,NA,NA,NA,NA,"1764fd1a6e5ebd4c014bcdfefd167b5d"
"58","distribution_adults_relative",3,"Bear","training","2","c(2, 1, 0)","clothes","instruments","mammals","guitar","horse","skirt","guitar","guitar","item_l","instruments",1,"2607:fb90:31:e1ca:c1b5:eb2:b38b:e6c",NA,NA,NA,NA,NA,"1764fd1a6e5ebd4c014bcdfefd167b5d"
"59","distribution_adults_relative",3,"Bear","training","3","c(2, 1, 0)","clothes","instruments","mammals","cat","hat","piano","hat","hat","item_m","clothes",1,"2607:fb90:31:e1ca:c1b5:eb2:b38b:e6c",NA,NA,NA,NA,NA,"1764fd1a6e5ebd4c014bcdfefd167b5d"
"60","distribution_adults_relative",3,"Bear","test","choice","c(2, 1, 0)","clothes","instruments","mammals","drum","dog","dress",NA,"dog","item_m","mammals",NA,"2607:fb90:31:e1ca:c1b5:eb2:b38b:e6c",0,0,1,"clothes",0,"1764fd1a6e5ebd4c014bcdfefd167b5d"
"61","distribution_adults_relative",4,"Cat","training","1","c(3, 0, 0)","instruments","mammals","furniture","bear","guitar","stool","guitar","guitar","item_m","instruments",1,"2607:fb90:31:e1ca:c1b5:eb2:b38b:e6c",NA,NA,NA,NA,NA,"1764fd1a6e5ebd4c014bcdfefd167b5d"
"62","distribution_adults_relative",4,"Cat","training","2","c(3, 0, 0)","instruments","mammals","furniture","chair","horse","piano","piano","piano","item_r","instruments",1,"2607:fb90:31:e1ca:c1b5:eb2:b38b:e6c",NA,NA,NA,NA,NA,"1764fd1a6e5ebd4c014bcdfefd167b5d"
"63","distribution_adults_relative",4,"Cat","training","3","c(3, 0, 0)","instruments","mammals","furniture","dog","closet","flute","flute","flute","item_r","instruments",1,"2607:fb90:31:e1ca:c1b5:eb2:b38b:e6c",NA,NA,NA,NA,NA,"1764fd1a6e5ebd4c014bcdfefd167b5d"
"64","distribution_adults_relative",4,"Cat","test","choice","c(3, 0, 0)","instruments","mammals","furniture","elephant","drum","sofa",NA,"drum","item_m","instruments",NA,"2607:fb90:31:e1ca:c1b5:eb2:b38b:e6c",1,0,0,"instruments",1,"1764fd1a6e5ebd4c014bcdfefd167b5d"
"65","distribution_adults_relative",5,"Beaver","training","1","c(1, 1, 1)","mammals","furniture","fruits","stool","cow","melon","stool","stool","item_l","furniture",1,"2607:fb90:31:e1ca:c1b5:eb2:b38b:e6c",NA,NA,NA,NA,NA,"1764fd1a6e5ebd4c014bcdfefd167b5d"
"66","distribution_adults_relative",5,"Beaver","training","2","c(1, 1, 1)","mammals","furniture","fruits","closet","strawberry","elephant","strawberry","strawberry","item_m","fruits",1,"2607:fb90:31:e1ca:c1b5:eb2:b38b:e6c",NA,NA,NA,NA,NA,"1764fd1a6e5ebd4c014bcdfefd167b5d"
"67","distribution_adults_relative",5,"Beaver","training","3","c(1, 1, 1)","mammals","furniture","fruits","drawer","banana","dog","dog","dog","item_r","mammals",1,"2607:fb90:31:e1ca:c1b5:eb2:b38b:e6c",NA,NA,NA,NA,NA,"1764fd1a6e5ebd4c014bcdfefd167b5d"
"68","distribution_adults_relative",5,"Beaver","test","choice","c(1, 1, 1)","mammals","furniture","fruits","orange","lamp","monkey",NA,"lamp","item_m","furniture",NA,"2607:fb90:31:e1ca:c1b5:eb2:b38b:e6c",0,1,0,"mammals",0,"1764fd1a6e5ebd4c014bcdfefd167b5d"
"69","distribution_adults_relative",6,"Bunny","training","1","c(1, 1, 1)","furniture","fruits","vehicles","drawer","bus","cherry","bus","bus","item_m","vehicles",1,"2607:fb90:31:e1ca:c1b5:eb2:b38b:e6c",NA,NA,NA,NA,NA,"1764fd1a6e5ebd4c014bcdfefd167b5d"
"70","distribution_adults_relative",6,"Bunny","training","2","c(1, 1, 1)","furniture","fruits","vehicles","motorbike","bed","orange","bed","bed","item_m","furniture",1,"2607:fb90:31:e1ca:c1b5:eb2:b38b:e6c",NA,NA,NA,NA,NA,"1764fd1a6e5ebd4c014bcdfefd167b5d"
"71","distribution_adults_relative",6,"Bunny","training","3","c(1, 1, 1)","furniture","fruits","vehicles","airplane","stool","strawberry","strawberry","strawberry","item_r","fruits",1,"2607:fb90:31:e1ca:c1b5:eb2:b38b:e6c",NA,NA,NA,NA,NA,"1764fd1a6e5ebd4c014bcdfefd167b5d"
"72","distribution_adults_relative",6,"Bunny","test","choice","c(1, 1, 1)","furniture","fruits","vehicles","table","pineapple","train",NA,"pineapple","item_m","fruits",NA,"2607:fb90:31:e1ca:c1b5:eb2:b38b:e6c",0,1,0,"fruits",1,"1764fd1a6e5ebd4c014bcdfefd167b5d"
"73","distribution_adults_relative",1,"Elephant","training","1","c(3, 0, 0)","mammals","vehicles","instruments","truck","horse","xylophone","horse","horse","item_m","mammals",1,"23.94.140.228",NA,NA,NA,NA,NA,"3e64b5706436e6840c17221a7cdb6a60"
"74","distribution_adults_relative",1,"Elephant","training","2","c(3, 0, 0)","mammals","vehicles","instruments","trumpet","bear","train","bear","bear","item_m","mammals",1,"23.94.140.228",NA,NA,NA,NA,NA,"3e64b5706436e6840c17221a7cdb6a60"
"75","distribution_adults_relative",1,"Elephant","training","3","c(3, 0, 0)","mammals","vehicles","instruments","cat","flute","motorbike","cat","cat","item_l","mammals",1,"23.94.140.228",NA,NA,NA,NA,NA,"3e64b5706436e6840c17221a7cdb6a60"
"76","distribution_adults_relative",1,"Elephant","test","choice","c(3, 0, 0)","mammals","vehicles","instruments","drum","airplane","cow",NA,"airplane","item_m","vehicles",NA,"23.94.140.228",0,1,0,"mammals",0,"3e64b5706436e6840c17221a7cdb6a60"
"77","distribution_adults_relative",2,"Beaver","training","1","c(1, 1, 1)","vehicles","instruments","fruits","flute","bus","apple","flute","flute","item_l","instruments",1,"23.94.140.228",NA,NA,NA,NA,NA,"3e64b5706436e6840c17221a7cdb6a60"
"78","distribution_adults_relative",2,"Beaver","training","2","c(1, 1, 1)","vehicles","instruments","fruits","banana","xylophone","train","banana","banana","item_l","fruits",1,"23.94.140.228",NA,NA,NA,NA,NA,"3e64b5706436e6840c17221a7cdb6a60"
"79","distribution_adults_relative",2,"Beaver","training","3","c(1, 1, 1)","vehicles","instruments","fruits","airplane","melon","trumpet","airplane","airplane","item_l","vehicles",1,"23.94.140.228",NA,NA,NA,NA,NA,"3e64b5706436e6840c17221a7cdb6a60"
"80","distribution_adults_relative",2,"Beaver","test","choice","c(1, 1, 1)","vehicles","instruments","fruits","orange","boat","drum",NA,"boat","item_m","vehicles",NA,"23.94.140.228",1,0,0,"vehicles",1,"3e64b5706436e6840c17221a7cdb6a60"
"81","distribution_adults_relative",3,"Mouse","training","1","c(2, 1, 0)","instruments","fruits","clothes","sock","piano","orange","orange","orange","item_r","fruits",1,"23.94.140.228",NA,NA,NA,NA,NA,"3e64b5706436e6840c17221a7cdb6a60"
"82","distribution_adults_relative",3,"Mouse","training","2","c(2, 1, 0)","instruments","fruits","clothes","guitar","shoe","banana","guitar","guitar","item_l","instruments",1,"23.94.140.228",NA,NA,NA,NA,NA,"3e64b5706436e6840c17221a7cdb6a60"
"83","distribution_adults_relative",3,"Mouse","training","3","c(2, 1, 0)","instruments","fruits","clothes","pineapple","trumpet","hat","trumpet","trumpet","item_m","instruments",1,"23.94.140.228",NA,NA,NA,NA,NA,"3e64b5706436e6840c17221a7cdb6a60"
"84","distribution_adults_relative",3,"Mouse","test","choice","c(2, 1, 0)","instruments","fruits","clothes","apple","skirt","violin",NA,"skirt","item_m","clothes",NA,"23.94.140.228",0,0,1,"instruments",0,"3e64b5706436e6840c17221a7cdb6a60"
"85","distribution_adults_relative",4,"Tiger","training","1","c(1, 1, 1)","fruits","clothes","furniture","hat","banana","closet","hat","hat","item_l","clothes",1,"23.94.140.228",NA,NA,NA,NA,NA,"3e64b5706436e6840c17221a7cdb6a60"
"86","distribution_adults_relative",4,"Tiger","training","2","c(1, 1, 1)","fruits","clothes","furniture","jacket","orange","table","orange","orange","item_m","fruits",1,"23.94.140.228",NA,NA,NA,NA,NA,"3e64b5706436e6840c17221a7cdb6a60"
"87","distribution_adults_relative",4,"Tiger","training","3","c(1, 1, 1)","fruits","clothes","furniture","apple","bed","shoe","bed","bed","item_m","furniture",1,"23.94.140.228",NA,NA,NA,NA,NA,"3e64b5706436e6840c17221a7cdb6a60"
"88","distribution_adults_relative",4,"Tiger","test","choice","c(1, 1, 1)","fruits","clothes","furniture","chair","melon","skirt",NA,"melon","item_m","fruits",NA,"23.94.140.228",1,0,0,"furniture",0,"3e64b5706436e6840c17221a7cdb6a60"
"89","distribution_adults_relative",5,"Frog","training","1","c(2, 1, 0)","clothes","furniture","mammals","dog","stool","shirt","shirt","shirt","item_r","clothes",1,"23.94.140.228",NA,NA,NA,NA,NA,"3e64b5706436e6840c17221a7cdb6a60"
"90","distribution_adults_relative",5,"Frog","training","2","c(2, 1, 0)","clothes","furniture","mammals","cat","sock","chair","chair","chair","item_r","furniture",1,"23.94.140.228",NA,NA,NA,NA,NA,"3e64b5706436e6840c17221a7cdb6a60"
"91","distribution_adults_relative",5,"Frog","training","3","c(2, 1, 0)","clothes","furniture","mammals","jacket","closet","horse","jacket","jacket","item_l","clothes",1,"23.94.140.228",NA,NA,NA,NA,NA,"3e64b5706436e6840c17221a7cdb6a60"
"92","distribution_adults_relative",5,"Frog","test","choice","c(2, 1, 0)","clothes","furniture","mammals","skirt","cow","drawer",NA,"cow","item_m","mammals",NA,"23.94.140.228",0,0,1,"clothes",0,"3e64b5706436e6840c17221a7cdb6a60"
"93","distribution_adults_relative",6,"Cat","training","1","c(3, 0, 0)","furniture","mammals","vehicles","closet","monkey","motorbike","closet","closet","item_l","furniture",1,"23.94.140.228",NA,NA,NA,NA,NA,"3e64b5706436e6840c17221a7cdb6a60"
"94","distribution_adults_relative",6,"Cat","training","2","c(3, 0, 0)","furniture","mammals","vehicles","airplane","horse","bed","bed","bed","item_r","furniture",1,"23.94.140.228",NA,NA,NA,NA,NA,"3e64b5706436e6840c17221a7cdb6a60"
"95","distribution_adults_relative",6,"Cat","training","3","c(3, 0, 0)","furniture","mammals","vehicles","sofa","dog","bus","sofa","sofa","item_l","furniture",1,"23.94.140.228",NA,NA,NA,NA,NA,"3e64b5706436e6840c17221a7cdb6a60"
"96","distribution_adults_relative",6,"Cat","test","choice","c(3, 0, 0)","furniture","mammals","vehicles","cow","boat","lamp",NA,"boat","item_m","vehicles",NA,"23.94.140.228",0,0,1,"furniture",0,"3e64b5706436e6840c17221a7cdb6a60"
"97","distribution_adults_relative",1,"Sheep","training","1","c(3, 0, 0)","instruments","fruits","clothes","trumpet","apple","jacket","trumpet","trumpet","item_l","instruments",1,"63.227.43.227",NA,NA,NA,NA,NA,"d82b1bfeb41b80d3e6a039a663064b1c"
"98","distribution_adults_relative",1,"Sheep","training","2","c(3, 0, 0)","instruments","fruits","clothes","strawberry","guitar","sock","guitar","guitar","item_m","instruments",1,"63.227.43.227",NA,NA,NA,NA,NA,"d82b1bfeb41b80d3e6a039a663064b1c"
"99","distribution_adults_relative",1,"Sheep","training","3","c(3, 0, 0)","instruments","fruits","clothes","banana","piano","shirt","piano","piano","item_m","instruments",1,"63.227.43.227",NA,NA,NA,NA,NA,"d82b1bfeb41b80d3e6a039a663064b1c"
"100","distribution_adults_relative",1,"Sheep","test","choice","c(3, 0, 0)","instruments","fruits","clothes","dress","flute","orange",NA,"orange","item_r","fruits",NA,"63.227.43.227",0,1,0,"instruments",0,"d82b1bfeb41b80d3e6a039a663064b1c"
"101","distribution_adults_relative",2,"Tiger","training","1","c(2, 1, 0)","fruits","clothes","furniture","drawer","orange","shirt","shirt","shirt","item_r","clothes",1,"63.227.43.227",NA,NA,NA,NA,NA,"d82b1bfeb41b80d3e6a039a663064b1c"
"102","distribution_adults_relative",2,"Tiger","training","2","c(2, 1, 0)","fruits","clothes","furniture","shoe","stool","cherry","cherry","cherry","item_r","fruits",1,"63.227.43.227",NA,NA,NA,NA,NA,"d82b1bfeb41b80d3e6a039a663064b1c"
"103","distribution_adults_relative",2,"Tiger","training","3","c(2, 1, 0)","fruits","clothes","furniture","skirt","pineapple","sofa","pineapple","pineapple","item_m","fruits",1,"63.227.43.227",NA,NA,NA,NA,NA,"d82b1bfeb41b80d3e6a039a663064b1c"
"104","distribution_adults_relative",2,"Tiger","test","choice","c(2, 1, 0)","fruits","clothes","furniture","bed","dress","strawberry",NA,"bed","item_l","furniture",NA,"63.227.43.227",0,0,1,"fruits",0,"d82b1bfeb41b80d3e6a039a663064b1c"
