"","experiment","trial","agent","phase","slide","distribution","target1","target2","target3","item_l","item_m","item_r","correctItem","pick","pickPos","pickCat","correct_item","workerIp","correct_target1","correct_target2","correct_target3","lastInputCat","same_lastInput","workerid"
"11","distribution_adults_mumble",2,"Pig","training","4","c(6, 0, 0)","mammals","vehicles","furniture","monkey","train","stool","monkey","stool","item_r","furniture",0,"108.176.65.67",NA,NA,NA,NA,NA,"61448b1fdbf79335fe7107dbb931e644"
"12","distribution_adults_mumble",2,"Pig","training","5","c(6, 0, 0)","mammals","vehicles","furniture","table","horse","bus","horse","horse","item_m","mammals",1,"108.176.65.67",NA,NA,NA,NA,NA,"61448b1fdbf79335fe7107dbb931e644"
"13","distribution_adults_mumble",2,"Pig","training","6","c(6, 0, 0)","mammals","vehicles","furniture","chair","bear","airplane","bear","chair","item_l","furniture",0,"108.176.65.67",NA,NA,NA,NA,NA,"61448b1fdbf79335fe7107dbb931e644"
"14","distribution_adults_mumble",2,"Pig","test","choice","c(6, 0, 0)","mammals","vehicles","furniture","boat","bed","dog",NA,"boat","item_l","vehicles",NA,"108.176.65.67",0,1,0,"furniture",0,"61448b1fdbf79335fe7107dbb931e644"
"15","distribution_adults_mumble",3,"Mouse","training","1","c(6, 0, 0)","vehicles","furniture","clothes","motorbike","bed","shirt","motorbike","shirt","item_r","clothes",0,"108.176.65.67",NA,NA,NA,NA,NA,"61448b1fdbf79335fe7107dbb931e644"
"16","distribution_adults_mumble",3,"Mouse","training","2","c(6, 0, 0)","vehicles","furniture","clothes","truck","shoe","lamp","truck","lamp","item_r","furniture",0,"108.176.65.67",NA,NA,NA,NA,NA,"61448b1fdbf79335fe7107dbb931e644"
"17","distribution_adults_mumble",3,"Mouse","training","3","c(6, 0, 0)","vehicles","furniture","clothes","hat","car","drawer","car","car","item_m","vehicles",1,"108.176.65.67",NA,NA,NA,NA,NA,"61448b1fdbf79335fe7107dbb931e644"
"18","distribution_adults_mumble",3,"Mouse","training","4","c(6, 0, 0)","vehicles","furniture","clothes","sock","airplane","sofa","airplane","sofa","item_r","furniture",0,"108.176.65.67",NA,NA,NA,NA,NA,"61448b1fdbf79335fe7107dbb931e644"
"19","distribution_adults_mumble",3,"Mouse","training","5","c(6, 0, 0)","vehicles","furniture","clothes","jacket","closet","boat","boat","jacket","item_l","clothes",0,"108.176.65.67",NA,NA,NA,NA,NA,"61448b1fdbf79335fe7107dbb931e644"
"20","distribution_adults_mumble",3,"Mouse","training","6","c(6, 0, 0)","vehicles","furniture","clothes","skirt","bus","table","bus","table","item_r","furniture",0,"108.176.65.67",NA,NA,NA,NA,NA,"61448b1fdbf79335fe7107dbb931e644"
"21","distribution_adults_mumble",3,"Mouse","test","choice","c(6, 0, 0)","vehicles","furniture","clothes","dress","chair","train",NA,"chair","item_m","furniture",NA,"108.176.65.67",0,1,0,"furniture",1,"61448b1fdbf79335fe7107dbb931e644"
"22","distribution_adults_mumble",4,"Elephant","training","1","c(6, 0, 0)","furniture","clothes","instruments","closet","hat","guitar","closet","hat","item_m","clothes",0,"108.176.65.67",NA,NA,NA,NA,NA,"61448b1fdbf79335fe7107dbb931e644"
"23","distribution_adults_mumble",4,"Elephant","training","2","c(6, 0, 0)","furniture","clothes","instruments","lamp","flute","shirt","lamp","shirt","item_r","clothes",0,"108.176.65.67",NA,NA,NA,NA,NA,"61448b1fdbf79335fe7107dbb931e644"
"24","distribution_adults_mumble",4,"Elephant","training","3","c(6, 0, 0)","furniture","clothes","instruments","chair","dress","violin","chair","chair","item_l","furniture",1,"108.176.65.67",NA,NA,NA,NA,NA,"61448b1fdbf79335fe7107dbb931e644"
"25","distribution_adults_mumble",4,"Elephant","training","4","c(6, 0, 0)","furniture","clothes","instruments","trumpet","table","skirt","table","trumpet","item_l","instruments",0,"108.176.65.67",NA,NA,NA,NA,NA,"61448b1fdbf79335fe7107dbb931e644"
"26","distribution_adults_mumble",4,"Elephant","training","5","c(6, 0, 0)","furniture","clothes","instruments","jacket","drawer","drum","drawer","drum","item_r","instruments",0,"108.176.65.67",NA,NA,NA,NA,NA,"61448b1fdbf79335fe7107dbb931e644"
"27","distribution_adults_mumble",4,"Elephant","training","6","c(6, 0, 0)","furniture","clothes","instruments","stool","xylophone","shoe","stool","xylophone","item_m","instruments",0,"108.176.65.67",NA,NA,NA,NA,NA,"61448b1fdbf79335fe7107dbb931e644"
"28","distribution_adults_mumble",4,"Elephant","test","choice","c(6, 0, 0)","furniture","clothes","instruments","sock","piano","sofa",NA,"sock","item_l","clothes",NA,"108.176.65.67",0,1,0,"instruments",0,"61448b1fdbf79335fe7107dbb931e644"
"29","distribution_adults_mumble",5,"Cat","training","1","c(6, 0, 0)","clothes","instruments","fruits","strawberry","piano","shirt","shirt","shirt","item_r","clothes",1,"108.176.65.67",NA,NA,NA,NA,NA,"61448b1fdbf79335fe7107dbb931e644"
"30","distribution_adults_mumble",5,"Cat","training","2","c(6, 0, 0)","clothes","instruments","fruits","apple","shoe","xylophone","shoe","xylophone","item_r","instruments",0,"108.176.65.67",NA,NA,NA,NA,NA,"61448b1fdbf79335fe7107dbb931e644"
"31","distribution_adults_mumble",5,"Cat","training","3","c(6, 0, 0)","clothes","instruments","fruits","cherry","guitar","hat","hat","guitar","item_m","instruments",0,"108.176.65.67",NA,NA,NA,NA,NA,"61448b1fdbf79335fe7107dbb931e644"
"32","distribution_adults_mumble",5,"Cat","training","4","c(6, 0, 0)","clothes","instruments","fruits","orange","dress","trumpet","dress","trumpet","item_r","instruments",0,"108.176.65.67",NA,NA,NA,NA,NA,"61448b1fdbf79335fe7107dbb931e644"
"33","distribution_adults_mumble",5,"Cat","training","5","c(6, 0, 0)","clothes","instruments","fruits","violin","skirt","pineapple","skirt","violin","item_l","instruments",0,"108.176.65.67",NA,NA,NA,NA,NA,"61448b1fdbf79335fe7107dbb931e644"
"34","distribution_adults_mumble",5,"Cat","training","6","c(6, 0, 0)","clothes","instruments","fruits","flute","melon","sock","sock","melon","item_m","fruits",0,"108.176.65.67",NA,NA,NA,NA,NA,"61448b1fdbf79335fe7107dbb931e644"
"35","distribution_adults_mumble",5,"Cat","test","choice","c(6, 0, 0)","clothes","instruments","fruits","banana","drum","jacket",NA,"jacket","item_r","clothes",NA,"108.176.65.67",1,0,0,"fruits",0,"61448b1fdbf79335fe7107dbb931e644"
"36","distribution_adults_mumble",6,"Tiger","training","1","c(6, 0, 0)","instruments","fruits","mammals","xylophone","melon","monkey","xylophone","xylophone","item_l","instruments",1,"108.176.65.67",NA,NA,NA,NA,NA,"61448b1fdbf79335fe7107dbb931e644"
"37","distribution_adults_mumble",6,"Tiger","training","2","c(6, 0, 0)","instruments","fruits","mammals","piano","dog","cherry","piano","piano","item_l","instruments",1,"108.176.65.67",NA,NA,NA,NA,NA,"61448b1fdbf79335fe7107dbb931e644"
"38","distribution_adults_mumble",6,"Tiger","training","3","c(6, 0, 0)","instruments","fruits","mammals","trumpet","cow","apple","trumpet","cow","item_m","mammals",0,"108.176.65.67",NA,NA,NA,NA,NA,"61448b1fdbf79335fe7107dbb931e644"
"39","distribution_adults_mumble",6,"Tiger","training","4","c(6, 0, 0)","instruments","fruits","mammals","horse","violin","banana","violin","violin","item_m","instruments",1,"108.176.65.67",NA,NA,NA,NA,NA,"61448b1fdbf79335fe7107dbb931e644"
"40","distribution_adults_mumble",6,"Tiger","training","5","c(6, 0, 0)","instruments","fruits","mammals","guitar","cat","pineapple","guitar","guitar","item_l","instruments",1,"108.176.65.67",NA,NA,NA,NA,NA,"61448b1fdbf79335fe7107dbb931e644"
"41","distribution_adults_mumble",6,"Tiger","training","6","c(6, 0, 0)","instruments","fruits","mammals","strawberry","flute","bear","flute","flute","item_m","instruments",1,"108.176.65.67",NA,NA,NA,NA,NA,"61448b1fdbf79335fe7107dbb931e644"
"42","distribution_adults_mumble",6,"Tiger","test","choice","c(6, 0, 0)","instruments","fruits","mammals","elephant","orange","drum",NA,"drum","item_r","instruments",NA,"108.176.65.67",1,0,0,"instruments",1,"61448b1fdbf79335fe7107dbb931e644"
"43","distribution_adults",1,"Cat","training","1","c(6, 0, 0)","instruments","fruits","mammals","apple","horse","flute","flute","flute","item_r","instruments",1,"67.48.164.57",NA,NA,NA,NA,NA,"913a4a1765e8e79c8200b65e7a54fac5"
"44","distribution_adults",1,"Cat","training","2","c(6, 0, 0)","instruments","fruits","mammals","strawberry","cow","xylophone","xylophone","xylophone","item_r","instruments",1,"67.48.164.57",NA,NA,NA,NA,NA,"913a4a1765e8e79c8200b65e7a54fac5"
"45","distribution_adults",1,"Cat","training","3","c(6, 0, 0)","instruments","fruits","mammals","trumpet","cat","cherry","trumpet","trumpet","item_l","instruments",1,"67.48.164.57",NA,NA,NA,NA,NA,"913a4a1765e8e79c8200b65e7a54fac5"
"46","distribution_adults",1,"Cat","training","4","c(6, 0, 0)","instruments","fruits","mammals","orange","violin","elephant","violin","violin","item_m","instruments",1,"67.48.164.57",NA,NA,NA,NA,NA,"913a4a1765e8e79c8200b65e7a54fac5"
"47","distribution_adults",1,"Cat","training","5","c(6, 0, 0)","instruments","fruits","mammals","drum","dog","pineapple","drum","drum","item_l","instruments",1,"67.48.164.57",NA,NA,NA,NA,NA,"913a4a1765e8e79c8200b65e7a54fac5"
"48","distribution_adults",1,"Cat","training","6","c(6, 0, 0)","instruments","fruits","mammals","monkey","banana","guitar","guitar","guitar","item_r","instruments",1,"67.48.164.57",NA,NA,NA,NA,NA,"913a4a1765e8e79c8200b65e7a54fac5"
"49","distribution_adults",1,"Cat","test","choice","c(6, 0, 0)","instruments","fruits","mammals","melon","bear","piano",NA,"piano","item_r","instruments",NA,"67.48.164.57",1,0,0,"instruments",1,"913a4a1765e8e79c8200b65e7a54fac5"
"50","distribution_adults",2,"Sheep","training","1","c(6, 0, 0)","fruits","mammals","furniture","cow","pineapple","drawer","pineapple","pineapple","item_m","fruits",1,"67.48.164.57",NA,NA,NA,NA,NA,"913a4a1765e8e79c8200b65e7a54fac5"
"51","distribution_adults",2,"Sheep","training","2","c(6, 0, 0)","fruits","mammals","furniture","closet","cherry","bear","cherry","cherry","item_m","fruits",1,"67.48.164.57",NA,NA,NA,NA,NA,"913a4a1765e8e79c8200b65e7a54fac5"
"52","distribution_adults",2,"Sheep","training","3","c(6, 0, 0)","fruits","mammals","furniture","dog","melon","sofa","melon","melon","item_m","fruits",1,"67.48.164.57",NA,NA,NA,NA,NA,"913a4a1765e8e79c8200b65e7a54fac5"
"53","distribution_adults",2,"Sheep","training","4","c(6, 0, 0)","fruits","mammals","furniture","horse","bed","strawberry","strawberry","strawberry","item_r","fruits",1,"67.48.164.57",NA,NA,NA,NA,NA,"913a4a1765e8e79c8200b65e7a54fac5"
"54","distribution_adults",2,"Sheep","training","5","c(6, 0, 0)","fruits","mammals","furniture","monkey","table","orange","orange","orange","item_r","fruits",1,"67.48.164.57",NA,NA,NA,NA,NA,"913a4a1765e8e79c8200b65e7a54fac5"
"55","distribution_adults",2,"Sheep","training","6","c(6, 0, 0)","fruits","mammals","furniture","lamp","banana","cat","banana","banana","item_m","fruits",1,"67.48.164.57",NA,NA,NA,NA,NA,"913a4a1765e8e79c8200b65e7a54fac5"
"56","distribution_adults",2,"Sheep","test","choice","c(6, 0, 0)","fruits","mammals","furniture","apple","chair","elephant",NA,"apple","item_l","fruits",NA,"67.48.164.57",1,0,0,"fruits",1,"913a4a1765e8e79c8200b65e7a54fac5"
"57","distribution_adults",3,"Beaver","training","1","c(6, 0, 0)","mammals","furniture","clothes","skirt","bear","stool","bear","bear","item_m","mammals",1,"67.48.164.57",NA,NA,NA,NA,NA,"913a4a1765e8e79c8200b65e7a54fac5"
"58","distribution_adults",3,"Beaver","training","2","c(6, 0, 0)","mammals","furniture","clothes","jacket","horse","lamp","horse","horse","item_m","mammals",1,"67.48.164.57",NA,NA,NA,NA,NA,"913a4a1765e8e79c8200b65e7a54fac5"
"59","distribution_adults",3,"Beaver","training","3","c(6, 0, 0)","mammals","furniture","clothes","bed","sock","cow","cow","cow","item_r","mammals",1,"67.48.164.57",NA,NA,NA,NA,NA,"913a4a1765e8e79c8200b65e7a54fac5"
"60","distribution_adults",3,"Beaver","training","4","c(6, 0, 0)","mammals","furniture","clothes","shoe","chair","cat","cat","cat","item_r","mammals",1,"67.48.164.57",NA,NA,NA,NA,NA,"913a4a1765e8e79c8200b65e7a54fac5"
"61","distribution_adults",3,"Beaver","training","5","c(6, 0, 0)","mammals","furniture","clothes","dog","hat","drawer","dog","dog","item_l","mammals",1,"67.48.164.57",NA,NA,NA,NA,NA,"913a4a1765e8e79c8200b65e7a54fac5"
"62","distribution_adults",3,"Beaver","training","6","c(6, 0, 0)","mammals","furniture","clothes","table","dress","monkey","monkey","monkey","item_r","mammals",1,"67.48.164.57",NA,NA,NA,NA,NA,"913a4a1765e8e79c8200b65e7a54fac5"
"63","distribution_adults",3,"Beaver","test","choice","c(6, 0, 0)","mammals","furniture","clothes","closet","shirt","elephant",NA,"elephant","item_r","mammals",NA,"67.48.164.57",1,0,0,"mammals",1,"913a4a1765e8e79c8200b65e7a54fac5"
"64","distribution_adults",4,"Dog","training","1","c(6, 0, 0)","furniture","clothes","vehicles","boat","stool","shoe","stool","stool","item_m","furniture",1,"67.48.164.57",NA,NA,NA,NA,NA,"913a4a1765e8e79c8200b65e7a54fac5"
"65","distribution_adults",4,"Dog","training","2","c(6, 0, 0)","furniture","clothes","vehicles","skirt","bed","truck","bed","bed","item_m","furniture",1,"67.48.164.57",NA,NA,NA,NA,NA,"913a4a1765e8e79c8200b65e7a54fac5"
"66","distribution_adults",4,"Dog","training","3","c(6, 0, 0)","furniture","clothes","vehicles","shirt","airplane","sofa","sofa","sofa","item_r","furniture",1,"67.48.164.57",NA,NA,NA,NA,NA,"913a4a1765e8e79c8200b65e7a54fac5"
"67","distribution_adults",4,"Dog","training","4","c(6, 0, 0)","furniture","clothes","vehicles","bus","hat","lamp","lamp","lamp","item_r","furniture",1,"67.48.164.57",NA,NA,NA,NA,NA,"913a4a1765e8e79c8200b65e7a54fac5"
"68","distribution_adults",4,"Dog","training","5","c(6, 0, 0)","furniture","clothes","vehicles","motorbike","jacket","closet","closet","closet","item_r","furniture",1,"67.48.164.57",NA,NA,NA,NA,NA,"913a4a1765e8e79c8200b65e7a54fac5"
"69","distribution_adults",4,"Dog","training","6","c(6, 0, 0)","furniture","clothes","vehicles","dress","drawer","car","drawer","drawer","item_m","furniture",1,"67.48.164.57",NA,NA,NA,NA,NA,"913a4a1765e8e79c8200b65e7a54fac5"
"70","distribution_adults",4,"Dog","test","choice","c(6, 0, 0)","furniture","clothes","vehicles","train","sock","table",NA,"train","item_l","vehicles",NA,"67.48.164.57",0,0,1,"furniture",0,"913a4a1765e8e79c8200b65e7a54fac5"
"71","distribution_adults",5,"Tiger","training","1","c(6, 0, 0)","clothes","vehicles","instruments","dress","boat","piano","dress","dress","item_l","clothes",1,"67.48.164.57",NA,NA,NA,NA,NA,"913a4a1765e8e79c8200b65e7a54fac5"
"72","distribution_adults",5,"Tiger","training","2","c(6, 0, 0)","clothes","vehicles","instruments","flute","bus","shirt","shirt","shirt","item_r","clothes",1,"67.48.164.57",NA,NA,NA,NA,NA,"913a4a1765e8e79c8200b65e7a54fac5"
"73","distribution_adults",5,"Tiger","training","3","c(6, 0, 0)","clothes","vehicles","instruments","car","skirt","guitar","skirt","skirt","item_m","clothes",1,"67.48.164.57",NA,NA,NA,NA,NA,"913a4a1765e8e79c8200b65e7a54fac5"
"74","distribution_adults",5,"Tiger","training","4","c(6, 0, 0)","clothes","vehicles","instruments","motorbike","drum","sock","sock","sock","item_r","clothes",1,"67.48.164.57",NA,NA,NA,NA,NA,"913a4a1765e8e79c8200b65e7a54fac5"
"75","distribution_adults",5,"Tiger","training","5","c(6, 0, 0)","clothes","vehicles","instruments","airplane","violin","shoe","shoe","shoe","item_r","clothes",1,"67.48.164.57",NA,NA,NA,NA,NA,"913a4a1765e8e79c8200b65e7a54fac5"
"76","distribution_adults",5,"Tiger","training","6","c(6, 0, 0)","clothes","vehicles","instruments","xylophone","train","jacket","jacket","jacket","item_r","clothes",1,"67.48.164.57",NA,NA,NA,NA,NA,"913a4a1765e8e79c8200b65e7a54fac5"
"77","distribution_adults",5,"Tiger","test","choice","c(6, 0, 0)","clothes","vehicles","instruments","trumpet","truck","hat",NA,"hat","item_r","clothes",NA,"67.48.164.57",1,0,0,"clothes",1,"913a4a1765e8e79c8200b65e7a54fac5"
"78","distribution_adults",6,"Monkey","training","1","c(6, 0, 0)","vehicles","instruments","fruits","train","flute","strawberry","train","train","item_l","vehicles",1,"67.48.164.57",NA,NA,NA,NA,NA,"913a4a1765e8e79c8200b65e7a54fac5"
"79","distribution_adults",6,"Monkey","training","2","c(6, 0, 0)","vehicles","instruments","fruits","banana","bus","drum","bus","bus","item_m","vehicles",1,"67.48.164.57",NA,NA,NA,NA,NA,"913a4a1765e8e79c8200b65e7a54fac5"
"80","distribution_adults",6,"Monkey","training","3","c(6, 0, 0)","vehicles","instruments","fruits","orange","violin","truck","truck","truck","item_r","vehicles",1,"67.48.164.57",NA,NA,NA,NA,NA,"913a4a1765e8e79c8200b65e7a54fac5"
"81","distribution_adults",6,"Monkey","training","4","c(6, 0, 0)","vehicles","instruments","fruits","airplane","apple","xylophone","airplane","airplane","item_l","vehicles",1,"67.48.164.57",NA,NA,NA,NA,NA,"913a4a1765e8e79c8200b65e7a54fac5"
"82","distribution_adults",6,"Monkey","training","5","c(6, 0, 0)","vehicles","instruments","fruits","boat","melon","trumpet","boat","boat","item_l","vehicles",1,"67.48.164.57",NA,NA,NA,NA,NA,"913a4a1765e8e79c8200b65e7a54fac5"
"83","distribution_adults",6,"Monkey","training","6","c(6, 0, 0)","vehicles","instruments","fruits","pineapple","piano","motorbike","motorbike","motorbike","item_r","vehicles",1,"67.48.164.57",NA,NA,NA,NA,NA,"913a4a1765e8e79c8200b65e7a54fac5"
"84","distribution_adults",6,"Monkey","test","choice","c(6, 0, 0)","vehicles","instruments","fruits","car","guitar","cherry",NA,"cherry","item_r","fruits",NA,"67.48.164.57",0,0,1,"vehicles",0,"913a4a1765e8e79c8200b65e7a54fac5"
"85","distribution_adults",1,"Mouse","training","1","c(6, 0, 0)","fruits","mammals","instruments","strawberry","piano","elephant","strawberry","strawberry","item_l","fruits",1,"98.113.32.146",NA,NA,NA,NA,NA,"fb40d22afc47335ed302495155261949"
"86","distribution_adults",1,"Mouse","training","2","c(6, 0, 0)","fruits","mammals","instruments","apple","bear","trumpet","apple","apple","item_l","fruits",1,"98.113.32.146",NA,NA,NA,NA,NA,"fb40d22afc47335ed302495155261949"
"87","distribution_adults",1,"Mouse","training","3","c(6, 0, 0)","fruits","mammals","instruments","horse","drum","melon","melon","melon","item_r","fruits",1,"98.113.32.146",NA,NA,NA,NA,NA,"fb40d22afc47335ed302495155261949"
"88","distribution_adults",1,"Mouse","training","4","c(6, 0, 0)","fruits","mammals","instruments","cow","guitar","cherry","cherry","cherry","item_r","fruits",1,"98.113.32.146",NA,NA,NA,NA,NA,"fb40d22afc47335ed302495155261949"
"89","distribution_adults",1,"Mouse","training","5","c(6, 0, 0)","fruits","mammals","instruments","pineapple","cat","xylophone","pineapple","pineapple","item_l","fruits",1,"98.113.32.146",NA,NA,NA,NA,NA,"fb40d22afc47335ed302495155261949"
"90","distribution_adults",1,"Mouse","training","6","c(6, 0, 0)","fruits","mammals","instruments","dog","violin","orange","orange","orange","item_r","fruits",1,"98.113.32.146",NA,NA,NA,NA,NA,"fb40d22afc47335ed302495155261949"
"91","distribution_adults",1,"Mouse","test","choice","c(6, 0, 0)","fruits","mammals","instruments","banana","flute","monkey",NA,"banana","item_l","fruits",NA,"98.113.32.146",1,0,0,"fruits",1,"fb40d22afc47335ed302495155261949"
"92","distribution_adults",2,"Elephant","training","1","c(6, 0, 0)","mammals","instruments","clothes","piano","horse","hat","horse","horse","item_m","mammals",1,"98.113.32.146",NA,NA,NA,NA,NA,"fb40d22afc47335ed302495155261949"
"93","distribution_adults",2,"Elephant","training","2","c(6, 0, 0)","mammals","instruments","clothes","cow","trumpet","dress","cow","cow","item_l","mammals",1,"98.113.32.146",NA,NA,NA,NA,NA,"fb40d22afc47335ed302495155261949"
"94","distribution_adults",2,"Elephant","training","3","c(6, 0, 0)","mammals","instruments","clothes","skirt","monkey","guitar","monkey","monkey","item_m","mammals",1,"98.113.32.146",NA,NA,NA,NA,NA,"fb40d22afc47335ed302495155261949"
"95","distribution_adults",2,"Elephant","training","4","c(6, 0, 0)","mammals","instruments","clothes","flute","sock","elephant","elephant","elephant","item_r","mammals",1,"98.113.32.146",NA,NA,NA,NA,NA,"fb40d22afc47335ed302495155261949"
"96","distribution_adults",2,"Elephant","training","5","c(6, 0, 0)","mammals","instruments","clothes","xylophone","shirt","bear","bear","bear","item_r","mammals",1,"98.113.32.146",NA,NA,NA,NA,NA,"fb40d22afc47335ed302495155261949"
"97","distribution_adults",2,"Elephant","training","6","c(6, 0, 0)","mammals","instruments","clothes","drum","cat","shoe","cat","cat","item_m","mammals",1,"98.113.32.146",NA,NA,NA,NA,NA,"fb40d22afc47335ed302495155261949"
"98","distribution_adults",2,"Elephant","test","choice","c(6, 0, 0)","mammals","instruments","clothes","dog","jacket","violin",NA,"dog","item_l","mammals",NA,"98.113.32.146",1,0,0,"mammals",1,"fb40d22afc47335ed302495155261949"
"99","distribution_adults",3,"Bunny","training","1","c(6, 0, 0)","instruments","clothes","vehicles","drum","motorbike","sock","drum","drum","item_l","instruments",1,"98.113.32.146",NA,NA,NA,NA,NA,"fb40d22afc47335ed302495155261949"
"100","distribution_adults",3,"Bunny","training","2","c(6, 0, 0)","instruments","clothes","vehicles","airplane","trumpet","dress","trumpet","trumpet","item_m","instruments",1,"98.113.32.146",NA,NA,NA,NA,NA,"fb40d22afc47335ed302495155261949"
"101","distribution_adults",3,"Bunny","training","3","c(6, 0, 0)","instruments","clothes","vehicles","car","shoe","guitar","guitar","guitar","item_r","instruments",1,"98.113.32.146",NA,NA,NA,NA,NA,"fb40d22afc47335ed302495155261949"
"102","distribution_adults",3,"Bunny","training","4","c(6, 0, 0)","instruments","clothes","vehicles","jacket","violin","train","violin","violin","item_m","instruments",1,"98.113.32.146",NA,NA,NA,NA,NA,"fb40d22afc47335ed302495155261949"
"103","distribution_adults",3,"Bunny","training","5","c(6, 0, 0)","instruments","clothes","vehicles","hat","bus","piano","piano","piano","item_r","instruments",1,"98.113.32.146",NA,NA,NA,NA,NA,"fb40d22afc47335ed302495155261949"
"104","distribution_adults",3,"Bunny","training","6","c(6, 0, 0)","instruments","clothes","vehicles","truck","flute","shirt","flute","flute","item_m","instruments",1,"98.113.32.146",NA,NA,NA,NA,NA,"fb40d22afc47335ed302495155261949"
"105","distribution_adults",3,"Bunny","test","choice","c(6, 0, 0)","instruments","clothes","vehicles","boat","xylophone","skirt",NA,"xylophone","item_m","instruments",NA,"98.113.32.146",1,0,0,"instruments",1,"fb40d22afc47335ed302495155261949"
"106","distribution_adults",4,"Dog","training","1","c(6, 0, 0)","clothes","vehicles","furniture","lamp","truck","shoe","shoe","shoe","item_r","clothes",1,"98.113.32.146",NA,NA,NA,NA,NA,"fb40d22afc47335ed302495155261949"
"107","distribution_adults",4,"Dog","training","2","c(6, 0, 0)","clothes","vehicles","furniture","dress","motorbike","bed","dress","dress","item_l","clothes",1,"98.113.32.146",NA,NA,NA,NA,NA,"fb40d22afc47335ed302495155261949"
"108","distribution_adults",4,"Dog","training","3","c(6, 0, 0)","clothes","vehicles","furniture","car","closet","shirt","shirt","shirt","item_r","clothes",1,"98.113.32.146",NA,NA,NA,NA,NA,"fb40d22afc47335ed302495155261949"
"109","distribution_adults",4,"Dog","training","4","c(6, 0, 0)","clothes","vehicles","furniture","chair","train","sock","sock","sock","item_r","clothes",1,"98.113.32.146",NA,NA,NA,NA,NA,"fb40d22afc47335ed302495155261949"
"110","distribution_adults",4,"Dog","training","5","c(6, 0, 0)","clothes","vehicles","furniture","jacket","bus","sofa","jacket","jacket","item_l","clothes",1,"98.113.32.146",NA,NA,NA,NA,NA,"fb40d22afc47335ed302495155261949"
"111","distribution_adults",4,"Dog","training","6","c(6, 0, 0)","clothes","vehicles","furniture","skirt","boat","drawer","skirt","skirt","item_l","clothes",1,"98.113.32.146",NA,NA,NA,NA,NA,"fb40d22afc47335ed302495155261949"
"112","distribution_adults",4,"Dog","test","choice","c(6, 0, 0)","clothes","vehicles","furniture","hat","airplane","table",NA,"hat","item_l","clothes",NA,"98.113.32.146",1,0,0,"clothes",1,"fb40d22afc47335ed302495155261949"
"113","distribution_adults",5,"Bear","training","1","c(6, 0, 0)","vehicles","furniture","fruits","table","boat","banana","boat","boat","item_m","vehicles",1,"98.113.32.146",NA,NA,NA,NA,NA,"fb40d22afc47335ed302495155261949"
"114","distribution_adults",5,"Bear","training","2","c(6, 0, 0)","vehicles","furniture","fruits","car","drawer","melon","car","car","item_l","vehicles",1,"98.113.32.146",NA,NA,NA,NA,NA,"fb40d22afc47335ed302495155261949"
