"","experiment","trial","agent","phase","slide","distribution","target1","target2","target3","item_l","item_m","item_r","correctItem","pick","pickPos","pickCat","correct_item","workerIp","correct_target1","correct_target2","correct_target3","lastInputCat","same_lastInput","workerid"
"45","recency",1,"Beaver","training","3","c(5, 1, 0)","vehicles","mammals","fruits","dog","melon","car","car","car","item_r","vehicles",1,"45.47.32.189",NA,NA,NA,NA,NA,"b2d249081548d8ae8ffca0ee47dd6385"
"46","recency",1,"Beaver","training","4","c(5, 1, 0)","vehicles","mammals","fruits","airplane","banana","cow","airplane","airplane","item_l","vehicles",1,"45.47.32.189",NA,NA,NA,NA,NA,"b2d249081548d8ae8ffca0ee47dd6385"
"47","recency",1,"Beaver","training","5","c(5, 1, 0)","vehicles","mammals","fruits","bus","grapes","bear","bus","bus","item_l","vehicles",1,"45.47.32.189",NA,NA,NA,NA,NA,"b2d249081548d8ae8ffca0ee47dd6385"
"48","recency",1,"Beaver","training","6","c(5, 1, 0)","vehicles","mammals","fruits","orange","train","elephant","elephant","elephant","item_r","mammals",1,"45.47.32.189",NA,NA,NA,NA,NA,"b2d249081548d8ae8ffca0ee47dd6385"
"49","recency",1,"Beaver","test","choice","c(5, 1, 0)","vehicles","mammals","fruits","truck","monkey","strawberry",NA,"truck","item_l","vehicles",NA,"45.47.32.189",1,0,0,"mammals",0,"b2d249081548d8ae8ffca0ee47dd6385"
"50","recency",2,"Bunny","training","1","c(5, 1, 0)","mammals","fruits","furniture","sofa","melon","horse","horse","horse","item_r","mammals",1,"45.47.32.189",NA,NA,NA,NA,NA,"b2d249081548d8ae8ffca0ee47dd6385"
"51","recency",2,"Bunny","training","2","c(5, 1, 0)","mammals","fruits","furniture","cat","strawberry","chair","cat","cat","item_l","mammals",1,"45.47.32.189",NA,NA,NA,NA,NA,"b2d249081548d8ae8ffca0ee47dd6385"
"52","recency",2,"Bunny","training","3","c(5, 1, 0)","mammals","fruits","furniture","elephant","orange","bed","elephant","elephant","item_l","mammals",1,"45.47.32.189",NA,NA,NA,NA,NA,"b2d249081548d8ae8ffca0ee47dd6385"
"53","recency",2,"Bunny","training","4","c(5, 1, 0)","mammals","fruits","furniture","dog","grapes","drawer","dog","dog","item_l","mammals",1,"45.47.32.189",NA,NA,NA,NA,NA,"b2d249081548d8ae8ffca0ee47dd6385"
"54","recency",2,"Bunny","training","5","c(5, 1, 0)","mammals","fruits","furniture","table","monkey","pineapple","monkey","monkey","item_m","mammals",1,"45.47.32.189",NA,NA,NA,NA,NA,"b2d249081548d8ae8ffca0ee47dd6385"
"55","recency",2,"Bunny","training","6","c(5, 1, 0)","mammals","fruits","furniture","stool","apple","bear","apple","apple","item_m","fruits",1,"45.47.32.189",NA,NA,NA,NA,NA,"b2d249081548d8ae8ffca0ee47dd6385"
"56","recency",2,"Bunny","test","choice","c(5, 1, 0)","mammals","fruits","furniture","cow","banana","closet",NA,"cow","item_l","mammals",NA,"45.47.32.189",1,0,0,"fruits",0,"b2d249081548d8ae8ffca0ee47dd6385"
"57","recency",3,"Pig","training","1","c(2, 2, 2)","fruits","furniture","clothes","sofa","banana","shirt","sofa","sofa","item_l","furniture",1,"45.47.32.189",NA,NA,NA,NA,NA,"b2d249081548d8ae8ffca0ee47dd6385"
"58","recency",3,"Pig","training","2","c(2, 2, 2)","fruits","furniture","clothes","chair","dress","orange","dress","dress","item_m","clothes",1,"45.47.32.189",NA,NA,NA,NA,NA,"b2d249081548d8ae8ffca0ee47dd6385"
"59","recency",3,"Pig","training","3","c(2, 2, 2)","fruits","furniture","clothes","jacket","strawberry","closet","closet","closet","item_r","furniture",1,"45.47.32.189",NA,NA,NA,NA,NA,"b2d249081548d8ae8ffca0ee47dd6385"
"60","recency",3,"Pig","training","4","c(2, 2, 2)","fruits","furniture","clothes","pants","apple","table","pants","pants","item_l","clothes",1,"45.47.32.189",NA,NA,NA,NA,NA,"b2d249081548d8ae8ffca0ee47dd6385"
"61","recency",3,"Pig","training","5","c(2, 2, 2)","fruits","furniture","clothes","melon","socks","drawer","melon","melon","item_l","fruits",1,"45.47.32.189",NA,NA,NA,NA,NA,"b2d249081548d8ae8ffca0ee47dd6385"
"62","recency",3,"Pig","training","6","c(2, 2, 2)","fruits","furniture","clothes","pineapple","stool","shoes","pineapple","pineapple","item_l","fruits",1,"45.47.32.189",NA,NA,NA,NA,NA,"b2d249081548d8ae8ffca0ee47dd6385"
"63","recency",3,"Pig","test","choice","c(2, 2, 2)","fruits","furniture","clothes","lamp","skirt","grapes",NA,"grapes","item_r","fruits",NA,"45.47.32.189",1,0,0,"fruits",1,"b2d249081548d8ae8ffca0ee47dd6385"
"64","recency",4,"Monkey","training","1","c(5, 1, 0)","furniture","clothes","instruments","trumpet","jacket","chair","chair","chair","item_r","furniture",1,"45.47.32.189",NA,NA,NA,NA,NA,"b2d249081548d8ae8ffca0ee47dd6385"
"65","recency",4,"Monkey","training","2","c(5, 1, 0)","furniture","clothes","instruments","pants","bed","xylophone","bed","bed","item_m","furniture",1,"45.47.32.189",NA,NA,NA,NA,NA,"b2d249081548d8ae8ffca0ee47dd6385"
"66","recency",4,"Monkey","training","3","c(5, 1, 0)","furniture","clothes","instruments","dress","lamp","piano","lamp","lamp","item_m","furniture",1,"45.47.32.189",NA,NA,NA,NA,NA,"b2d249081548d8ae8ffca0ee47dd6385"
"67","recency",4,"Monkey","training","4","c(5, 1, 0)","furniture","clothes","instruments","table","flute","shirt","table","table","item_l","furniture",1,"45.47.32.189",NA,NA,NA,NA,NA,"b2d249081548d8ae8ffca0ee47dd6385"
"68","recency",4,"Monkey","training","5","c(5, 1, 0)","furniture","clothes","instruments","stool","violin","skirt","stool","stool","item_l","furniture",1,"45.47.32.189",NA,NA,NA,NA,NA,"b2d249081548d8ae8ffca0ee47dd6385"
"69","recency",4,"Monkey","training","6","c(5, 1, 0)","furniture","clothes","instruments","closet","guitar","socks","socks","socks","item_r","clothes",1,"45.47.32.189",NA,NA,NA,NA,NA,"b2d249081548d8ae8ffca0ee47dd6385"
"70","recency",4,"Monkey","test","choice","c(5, 1, 0)","furniture","clothes","instruments","shoes","drawer","drum",NA,"drawer","item_m","furniture",NA,"45.47.32.189",1,0,0,"clothes",0,"b2d249081548d8ae8ffca0ee47dd6385"
"71","recency",5,"Cat","training","1","c(5, 1, 0)","clothes","instruments","vehicles","airplane","flute","pants","pants","pants","item_r","clothes",1,"45.47.32.189",NA,NA,NA,NA,NA,"b2d249081548d8ae8ffca0ee47dd6385"
"72","recency",5,"Cat","training","2","c(5, 1, 0)","clothes","instruments","vehicles","dress","boat","violin","dress","dress","item_l","clothes",1,"45.47.32.189",NA,NA,NA,NA,NA,"b2d249081548d8ae8ffca0ee47dd6385"
"73","recency",5,"Cat","training","3","c(5, 1, 0)","clothes","instruments","vehicles","shoes","car","drum","shoes","shoes","item_l","clothes",1,"45.47.32.189",NA,NA,NA,NA,NA,"b2d249081548d8ae8ffca0ee47dd6385"
"74","recency",5,"Cat","training","4","c(5, 1, 0)","clothes","instruments","vehicles","truck","socks","trumpet","socks","socks","item_m","clothes",1,"45.47.32.189",NA,NA,NA,NA,NA,"b2d249081548d8ae8ffca0ee47dd6385"
"75","recency",5,"Cat","training","5","c(5, 1, 0)","clothes","instruments","vehicles","bus","skirt","piano","skirt","skirt","item_m","clothes",1,"45.47.32.189",NA,NA,NA,NA,NA,"b2d249081548d8ae8ffca0ee47dd6385"
"76","recency",5,"Cat","training","6","c(5, 1, 0)","clothes","instruments","vehicles","guitar","train","jacket","guitar","guitar","item_l","instruments",1,"45.47.32.189",NA,NA,NA,NA,NA,"b2d249081548d8ae8ffca0ee47dd6385"
"77","recency",5,"Cat","test","choice","c(5, 1, 0)","clothes","instruments","vehicles","xylophone","motorbike","shirt",NA,"motorbike","item_m","vehicles",NA,"45.47.32.189",0,0,1,"instruments",0,"b2d249081548d8ae8ffca0ee47dd6385"
"78","recency",6,"Elephant","training","1","c(2, 2, 2)","instruments","vehicles","mammals","monkey","airplane","piano","piano","piano","item_r","instruments",1,"45.47.32.189",NA,NA,NA,NA,NA,"b2d249081548d8ae8ffca0ee47dd6385"
"79","recency",6,"Elephant","training","2","c(2, 2, 2)","instruments","vehicles","mammals","car","violin","cow","car","car","item_l","vehicles",1,"45.47.32.189",NA,NA,NA,NA,NA,"b2d249081548d8ae8ffca0ee47dd6385"
"80","recency",6,"Elephant","training","3","c(2, 2, 2)","instruments","vehicles","mammals","motorbike","guitar","bear","guitar","guitar","item_m","instruments",1,"45.47.32.189",NA,NA,NA,NA,NA,"b2d249081548d8ae8ffca0ee47dd6385"
"81","recency",6,"Elephant","training","4","c(2, 2, 2)","instruments","vehicles","mammals","dog","truck","trumpet","truck","truck","item_m","vehicles",1,"45.47.32.189",NA,NA,NA,NA,NA,"b2d249081548d8ae8ffca0ee47dd6385"
"82","recency",6,"Elephant","training","5","c(2, 2, 2)","instruments","vehicles","mammals","cat","train","drum","cat","cat","item_l","mammals",1,"45.47.32.189",NA,NA,NA,NA,NA,"b2d249081548d8ae8ffca0ee47dd6385"
"83","recency",6,"Elephant","training","6","c(2, 2, 2)","instruments","vehicles","mammals","elephant","bus","flute","elephant","elephant","item_l","mammals",1,"45.47.32.189",NA,NA,NA,NA,NA,"b2d249081548d8ae8ffca0ee47dd6385"
"84","recency",6,"Elephant","test","choice","c(2, 2, 2)","instruments","vehicles","mammals","boat","xylophone","horse",NA,"xylophone","item_m","instruments",NA,"45.47.32.189",1,0,0,"mammals",0,"b2d249081548d8ae8ffca0ee47dd6385"
"85","recency",1,"Mouse","training","1","c(5, 1, 0)","mammals","vehicles","clothes","dog","shoes","bus","dog","dog","item_l","mammals",1,"173.63.75.176",NA,NA,NA,NA,NA,"df89c25acd8fce96a54b15b59cc665bd"
"86","recency",1,"Mouse","training","2","c(5, 1, 0)","mammals","vehicles","clothes","pants","bear","airplane","bear","bear","item_m","mammals",1,"173.63.75.176",NA,NA,NA,NA,NA,"df89c25acd8fce96a54b15b59cc665bd"
"87","recency",1,"Mouse","training","3","c(5, 1, 0)","mammals","vehicles","clothes","horse","dress","truck","horse","horse","item_l","mammals",1,"173.63.75.176",NA,NA,NA,NA,NA,"df89c25acd8fce96a54b15b59cc665bd"
"88","recency",1,"Mouse","training","4","c(5, 1, 0)","mammals","vehicles","clothes","shirt","monkey","motorbike","monkey","monkey","item_m","mammals",1,"173.63.75.176",NA,NA,NA,NA,NA,"df89c25acd8fce96a54b15b59cc665bd"
"89","recency",1,"Mouse","training","5","c(5, 1, 0)","mammals","vehicles","clothes","jacket","elephant","car","elephant","elephant","item_m","mammals",1,"173.63.75.176",NA,NA,NA,NA,NA,"df89c25acd8fce96a54b15b59cc665bd"
"90","recency",1,"Mouse","training","6","c(5, 1, 0)","mammals","vehicles","clothes","boat","cat","skirt","boat","boat","item_l","vehicles",1,"173.63.75.176",NA,NA,NA,NA,NA,"df89c25acd8fce96a54b15b59cc665bd"
"91","recency",1,"Mouse","test","choice","c(5, 1, 0)","mammals","vehicles","clothes","socks","cow","train",NA,"train","item_r","vehicles",NA,"173.63.75.176",0,1,0,"vehicles",1,"df89c25acd8fce96a54b15b59cc665bd"
"92","recency",2,"Monkey","training","1","c(5, 1, 0)","vehicles","clothes","fruits","truck","apple","dress","truck","truck","item_l","vehicles",1,"173.63.75.176",NA,NA,NA,NA,NA,"df89c25acd8fce96a54b15b59cc665bd"
"93","recency",2,"Monkey","training","2","c(5, 1, 0)","vehicles","clothes","fruits","train","melon","jacket","train","train","item_l","vehicles",1,"173.63.75.176",NA,NA,NA,NA,NA,"df89c25acd8fce96a54b15b59cc665bd"
"94","recency",2,"Monkey","training","3","c(5, 1, 0)","vehicles","clothes","fruits","shirt","boat","orange","boat","boat","item_m","vehicles",1,"173.63.75.176",NA,NA,NA,NA,NA,"df89c25acd8fce96a54b15b59cc665bd"
"95","recency",2,"Monkey","training","4","c(5, 1, 0)","vehicles","clothes","fruits","pineapple","car","skirt","car","car","item_m","vehicles",1,"173.63.75.176",NA,NA,NA,NA,NA,"df89c25acd8fce96a54b15b59cc665bd"
"96","recency",2,"Monkey","training","5","c(5, 1, 0)","vehicles","clothes","fruits","banana","bus","pants","bus","bus","item_m","vehicles",1,"173.63.75.176",NA,NA,NA,NA,NA,"df89c25acd8fce96a54b15b59cc665bd"
"97","recency",2,"Monkey","training","6","c(5, 1, 0)","vehicles","clothes","fruits","shoes","strawberry","airplane","shoes","shoes","item_l","clothes",1,"173.63.75.176",NA,NA,NA,NA,NA,"df89c25acd8fce96a54b15b59cc665bd"
"98","recency",2,"Monkey","test","choice","c(5, 1, 0)","vehicles","clothes","fruits","grapes","motorbike","socks",NA,"socks","item_r","clothes",NA,"173.63.75.176",0,1,0,"clothes",1,"df89c25acd8fce96a54b15b59cc665bd"
"99","recency",3,"Elephant","training","1","c(2, 2, 2)","clothes","fruits","instruments","flute","banana","shirt","flute","flute","item_l","instruments",1,"173.63.75.176",NA,NA,NA,NA,NA,"df89c25acd8fce96a54b15b59cc665bd"
"100","recency",3,"Elephant","training","2","c(2, 2, 2)","clothes","fruits","instruments","xylophone","orange","socks","xylophone","xylophone","item_l","instruments",1,"173.63.75.176",NA,NA,NA,NA,NA,"df89c25acd8fce96a54b15b59cc665bd"
"101","recency",3,"Elephant","training","3","c(2, 2, 2)","clothes","fruits","instruments","pants","apple","guitar","pants","pants","item_l","clothes",1,"173.63.75.176",NA,NA,NA,NA,NA,"df89c25acd8fce96a54b15b59cc665bd"
"102","recency",3,"Elephant","training","4","c(2, 2, 2)","clothes","fruits","instruments","violin","shoes","melon","shoes","shoes","item_m","clothes",1,"173.63.75.176",NA,NA,NA,NA,NA,"df89c25acd8fce96a54b15b59cc665bd"
"103","recency",3,"Elephant","training","5","c(2, 2, 2)","clothes","fruits","instruments","pineapple","piano","jacket","pineapple","pineapple","item_l","fruits",1,"173.63.75.176",NA,NA,NA,NA,NA,"df89c25acd8fce96a54b15b59cc665bd"
"104","recency",3,"Elephant","training","6","c(2, 2, 2)","clothes","fruits","instruments","grapes","dress","trumpet","grapes","grapes","item_l","fruits",1,"173.63.75.176",NA,NA,NA,NA,NA,"df89c25acd8fce96a54b15b59cc665bd"
"105","recency",3,"Elephant","test","choice","c(2, 2, 2)","clothes","fruits","instruments","drum","strawberry","skirt",NA,"drum","item_l","instruments",NA,"173.63.75.176",0,0,1,"fruits",0,"df89c25acd8fce96a54b15b59cc665bd"
"106","recency",4,"Dog","training","1","c(2, 2, 2)","fruits","instruments","furniture","flute","chair","apple","chair","chair","item_m","furniture",1,"173.63.75.176",NA,NA,NA,NA,NA,"df89c25acd8fce96a54b15b59cc665bd"
"107","recency",4,"Dog","training","2","c(2, 2, 2)","fruits","instruments","furniture","drawer","violin","melon","drawer","drawer","item_l","furniture",1,"173.63.75.176",NA,NA,NA,NA,NA,"df89c25acd8fce96a54b15b59cc665bd"
"108","recency",4,"Dog","training","3","c(2, 2, 2)","fruits","instruments","furniture","guitar","lamp","grapes","guitar","guitar","item_l","instruments",1,"173.63.75.176",NA,NA,NA,NA,NA,"df89c25acd8fce96a54b15b59cc665bd"
"109","recency",4,"Dog","training","4","c(2, 2, 2)","fruits","instruments","furniture","orange","stool","xylophone","orange","orange","item_l","fruits",1,"173.63.75.176",NA,NA,NA,NA,NA,"df89c25acd8fce96a54b15b59cc665bd"
"110","recency",4,"Dog","training","5","c(2, 2, 2)","fruits","instruments","furniture","drum","banana","sofa","drum","drum","item_l","instruments",1,"173.63.75.176",NA,NA,NA,NA,NA,"df89c25acd8fce96a54b15b59cc665bd"
"111","recency",4,"Dog","training","6","c(2, 2, 2)","fruits","instruments","furniture","pineapple","bed","piano","pineapple","pineapple","item_l","fruits",1,"173.63.75.176",NA,NA,NA,NA,NA,"df89c25acd8fce96a54b15b59cc665bd"
"112","recency",4,"Dog","test","choice","c(2, 2, 2)","fruits","instruments","furniture","trumpet","closet","strawberry",NA,"closet","item_m","furniture",NA,"173.63.75.176",0,0,1,"fruits",0,"df89c25acd8fce96a54b15b59cc665bd"
"113","recency",5,"Bear","training","1","c(5, 1, 0)","instruments","furniture","mammals","stool","drum","monkey","drum","drum","item_m","instruments",1,"173.63.75.176",NA,NA,NA,NA,NA,"df89c25acd8fce96a54b15b59cc665bd"
"114","recency",5,"Bear","training","2","c(5, 1, 0)","instruments","furniture","mammals","elephant","sofa","violin","violin","violin","item_r","instruments",1,"173.63.75.176",NA,NA,NA,NA,NA,"df89c25acd8fce96a54b15b59cc665bd"
"115","recency",5,"Bear","training","3","c(5, 1, 0)","instruments","furniture","mammals","cow","table","flute","flute","flute","item_r","instruments",1,"173.63.75.176",NA,NA,NA,NA,NA,"df89c25acd8fce96a54b15b59cc665bd"
"116","recency",5,"Bear","training","4","c(5, 1, 0)","instruments","furniture","mammals","horse","bed","guitar","guitar","guitar","item_r","instruments",1,"173.63.75.176",NA,NA,NA,NA,NA,"df89c25acd8fce96a54b15b59cc665bd"
"117","recency",5,"Bear","training","5","c(5, 1, 0)","instruments","furniture","mammals","bear","trumpet","chair","trumpet","trumpet","item_m","instruments",1,"173.63.75.176",NA,NA,NA,NA,NA,"df89c25acd8fce96a54b15b59cc665bd"
