id,age_group,age_num,sex,experiment,trial,speaker,target_category,picked_category,correct
part_28_simple_inference,4,4.550570776255708,F,simple_inference,1,Mouse,clothes,fruits,0
part_28_simple_inference,4,4.550570776255708,F,simple_inference,2,Tiger,mammals,fruits,0
part_28_simple_inference,4,4.550570776255708,F,simple_inference,3,Beaver,fruits,fruits,1
part_28_simple_inference,4,4.550570776255708,F,simple_inference,4,Bunny,vehicles,mammals,0
part_29_simple_inference,3,3.5478310502283104,M,simple_inference,1,Tiger,clothes,clothes,1
part_29_simple_inference,3,3.5478310502283104,M,simple_inference,2,Beaver,mammals,fruits,0
part_29_simple_inference,3,3.5478310502283104,M,simple_inference,3,Mouse,vehicles,fruits,0
part_29_simple_inference,3,3.5478310502283104,M,simple_inference,4,Sheep,fruits,clothes,0
part_30_simple_inference,3,3.12865296803653,F,simple_inference,1,Bunny,mammals,mammals,1
part_30_simple_inference,3,3.12865296803653,F,simple_inference,2,Pig,clothes,vehicles,0
part_30_simple_inference,3,3.12865296803653,F,simple_inference,3,Tiger,vehicles,fruits,0
part_30_simple_inference,3,3.12865296803653,F,simple_inference,4,Beaver,fruits,fruits,1
part_23_simple_inference,4,4.742351598173516,F,simple_inference,1,Tiger,vehicles,vehicles,1
part_23_simple_inference,4,4.742351598173516,F,simple_inference,2,Sheep,fruits,fruits,1
part_23_simple_inference,4,4.742351598173516,F,simple_inference,3,Beaver,mammals,mammals,1
part_23_simple_inference,4,4.742351598173516,F,simple_inference,4,Mouse,clothes,clothes,1
part_31_simple_inference,3,3.931392694063927,F,simple_inference,1,Beaver,clothes,fruits,0
part_31_simple_inference,3,3.931392694063927,F,simple_inference,2,Tiger,mammals,vehicles,0
part_31_simple_inference,3,3.931392694063927,F,simple_inference,3,Bunny,fruits,vehicles,0
part_31_simple_inference,3,3.931392694063927,F,simple_inference,4,Sheep,vehicles,mammals,0
part_32_simple_inference,3,3.4026255707762556,M,simple_inference,1,Mouse,clothes,fruits,0
part_32_simple_inference,3,3.4026255707762556,M,simple_inference,2,Pig,fruits,fruits,1
part_32_simple_inference,3,3.4026255707762556,M,simple_inference,3,Frog,mammals,vehicles,0
part_32_simple_inference,3,3.4026255707762556,M,simple_inference,4,Bunny,vehicles,vehicles,1
part_33_simple_inference,3,3.309474885844749,M,simple_inference,1,Beaver,clothes,clothes,1
part_33_simple_inference,3,3.309474885844749,M,simple_inference,2,Sheep,fruits,fruits,1
part_33_simple_inference,3,3.309474885844749,M,simple_inference,3,Bunny,mammals,clothes,0
part_33_simple_inference,3,3.309474885844749,M,simple_inference,4,Mouse,vehicles,fruits,0
part_34_simple_inference,3,3.772488584474886,M,simple_inference,1,Pig,fruits,fruits,1
part_34_simple_inference,3,3.772488584474886,M,simple_inference,2,Mouse,mammals,mammals,1
part_34_simple_inference,3,3.772488584474886,M,simple_inference,3,Bunny,clothes,fruits,0
part_34_simple_inference,3,3.772488584474886,M,simple_inference,4,Frog,vehicles,vehicles,1
part_35_simple_inference,3,3.772488584474886,M,simple_inference,1,Tiger,mammals,mammals,1
part_35_simple_inference,3,3.772488584474886,M,simple_inference,2,Pig,vehicles,vehicles,1
part_35_simple_inference,3,3.772488584474886,M,simple_inference,3,Beaver,clothes,clothes,1
part_35_simple_inference,3,3.772488584474886,M,simple_inference,4,Mouse,fruits,fruits,1
part_36_simple_inference,4,4.556050228310502,F,simple_inference,1,Sheep,mammals,mammals,1
part_36_simple_inference,4,4.556050228310502,F,simple_inference,2,Pig,clothes,clothes,1
part_36_simple_inference,4,4.556050228310502,F,simple_inference,3,Bunny,vehicles,vehicles,1
part_36_simple_inference,4,4.556050228310502,F,simple_inference,4,Mouse,fruits,fruits,1
part_37_simple_inference,4,4.698515981735159,M,simple_inference,1,Bunny,vehicles,vehicles,1
part_37_simple_inference,4,4.698515981735159,M,simple_inference,2,Sheep,clothes,mammals,0
part_37_simple_inference,4,4.698515981735159,M,simple_inference,3,Pig,fruits,vehicles,0
part_37_simple_inference,4,4.698515981735159,M,simple_inference,4,Beaver,mammals,clothes,0
part_38_simple_inference,4,4.74783105022831,M,simple_inference,1,Beaver,mammals,vehicles,0
part_38_simple_inference,4,4.74783105022831,M,simple_inference,2,Frog,vehicles,vehicles,1
part_38_simple_inference,4,4.74783105022831,M,simple_inference,3,Sheep,fruits,fruits,1
part_38_simple_inference,4,4.74783105022831,M,simple_inference,4,Mouse,clothes,vehicles,0
part_39_simple_inference,4,4.495776255707763,F,simple_inference,1,Sheep,vehicles,fruits,0
part_39_simple_inference,4,4.495776255707763,F,simple_inference,2,Pig,fruits,fruits,1
part_39_simple_inference,4,4.495776255707763,F,simple_inference,3,Frog,mammals,mammals,1
part_39_simple_inference,4,4.495776255707763,F,simple_inference,4,Mouse,clothes,fruits,0
part_40_simple_inference,4,4.301255707762557,M,simple_inference,1,Sheep,vehicles,vehicles,1
part_40_simple_inference,4,4.301255707762557,M,simple_inference,2,Tiger,fruits,fruits,1
part_40_simple_inference,4,4.301255707762557,M,simple_inference,3,Beaver,clothes,mammals,0
part_40_simple_inference,4,4.301255707762557,M,simple_inference,4,Frog,mammals,vehicles,0
part_41_simple_inference,4,4.643721461187215,F,simple_inference,1,Sheep,clothes,mammals,0
part_41_simple_inference,4,4.643721461187215,F,simple_inference,2,Mouse,vehicles,vehicles,1
part_41_simple_inference,4,4.643721461187215,F,simple_inference,3,Bunny,mammals,fruits,0
part_41_simple_inference,4,4.643721461187215,F,simple_inference,4,Tiger,fruits,fruits,1
part_42_simple_inference,2,2.8682648401826483,F,simple_inference,1,Tiger,mammals,clothes,0
part_42_simple_inference,2,2.8682648401826483,F,simple_inference,2,Bunny,vehicles,clothes,0
part_42_simple_inference,2,2.8682648401826483,F,simple_inference,3,Frog,clothes,fruits,0
part_42_simple_inference,2,2.8682648401826483,F,simple_inference,4,Sheep,fruits,mammals,0
part_43_simple_inference,2,2.9751141552511418,M,simple_inference,1,Beaver,clothes,clothes,1
part_43_simple_inference,2,2.9751141552511418,M,simple_inference,2,Frog,vehicles,mammals,0
part_43_simple_inference,2,2.9751141552511418,M,simple_inference,3,Bunny,fruits,fruits,1
part_43_simple_inference,2,2.9751141552511418,M,simple_inference,4,Sheep,mammals,clothes,0
part_44_simple_inference,2,2.629908675799087,M,simple_inference,1,Mouse,clothes,mammals,0
part_44_simple_inference,2,2.629908675799087,M,simple_inference,2,Sheep,mammals,mammals,1
part_44_simple_inference,2,2.629908675799087,M,simple_inference,3,Pig,fruits,fruits,1
part_44_simple_inference,2,2.629908675799087,M,simple_inference,4,Beaver,vehicles,mammals,0
part_45_simple_inference,2,2.939497716894977,M,simple_inference,1,Frog,mammals,mammals,1
part_45_simple_inference,2,2.939497716894977,M,simple_inference,2,Tiger,fruits,fruits,1
part_45_simple_inference,2,2.939497716894977,M,simple_inference,3,Pig,clothes,clothes,1
part_45_simple_inference,2,2.939497716894977,M,simple_inference,4,Beaver,vehicles,mammals,0
part_46_simple_inference,2,2.9422374429223743,M,simple_inference,1,Frog,fruits,fruits,1
part_46_simple_inference,2,2.9422374429223743,M,simple_inference,2,Mouse,clothes,clothes,1
part_46_simple_inference,2,2.9422374429223743,M,simple_inference,3,Tiger,mammals,fruits,0
part_46_simple_inference,2,2.9422374429223743,M,simple_inference,4,Pig,vehicles,clothes,0
part_47_simple_inference,2,2.8682648401826483,F,simple_inference,1,Frog,vehicles,vehicles,1
part_47_simple_inference,2,2.8682648401826483,F,simple_inference,2,Tiger,fruits,fruits,1
part_47_simple_inference,2,2.8682648401826483,F,simple_inference,3,Pig,clothes,vehicles,0
part_47_simple_inference,2,2.8682648401826483,F,simple_inference,4,Beaver,mammals,mammals,1
part_48_simple_inference,2,2.4518264840182646,"NA",simple_inference,1,Beaver,fruits,clothes,0
part_48_simple_inference,2,2.4518264840182646,"NA",simple_inference,2,Sheep,mammals,mammals,1
part_48_simple_inference,2,2.4518264840182646,"NA",simple_inference,3,Mouse,clothes,clothes,1
part_48_simple_inference,2,2.4518264840182646,"NA",simple_inference,4,Tiger,vehicles,vehicles,1
part_49_simple_inference,2,2.7394977168949772,M,simple_inference,1,Bunny,fruits,vehicles,0
part_49_simple_inference,2,2.7394977168949772,M,simple_inference,2,Mouse,mammals,vehicles,0
part_49_simple_inference,2,2.7394977168949772,M,simple_inference,3,Frog,vehicles,vehicles,1
part_49_simple_inference,2,2.7394977168949772,M,simple_inference,4,Sheep,clothes,fruits,0
part_50_simple_inference,2,2.8244292237442923,F,simple_inference,1,Mouse,fruits,clothes,0
part_50_simple_inference,2,2.8244292237442923,F,simple_inference,2,Tiger,clothes,vehicles,0
part_50_simple_inference,2,2.8244292237442923,F,simple_inference,3,Pig,mammals,vehicles,0
part_50_simple_inference,2,2.8244292237442923,F,simple_inference,4,Beaver,vehicles,clothes,0
part_51_simple_inference,2,2.6573059360730595,M,simple_inference,1,Pig,clothes,vehicles,0
part_51_simple_inference,2,2.6573059360730595,M,simple_inference,2,Tiger,fruits,fruits,1
part_51_simple_inference,2,2.6573059360730595,M,simple_inference,3,Beaver,vehicles,vehicles,1
part_51_simple_inference,2,2.6573059360730595,M,simple_inference,4,Bunny,mammals,clothes,0
part_52_simple_inference,2,2.4573059360730594,F,simple_inference,1,Sheep,fruits,vehicles,0
part_52_simple_inference,2,2.4573059360730594,F,simple_inference,2,Mouse,mammals,mammals,1
part_52_simple_inference,2,2.4573059360730594,F,simple_inference,3,Tiger,vehicles,vehicles,1
part_52_simple_inference,2,2.4573059360730594,F,simple_inference,4,Beaver,clothes,clothes,1
part_53_simple_inference,2,2.8189497716894976,F,simple_inference,1,Pig,vehicles,fruits,0
part_53_simple_inference,2,2.8189497716894976,F,simple_inference,2,Mouse,fruits,mammals,0
part_53_simple_inference,2,2.8189497716894976,F,simple_inference,3,Tiger,clothes,clothes,1
part_53_simple_inference,2,2.8189497716894976,F,simple_inference,4,Frog,mammals,mammals,1
part_54_simple_inference,2,2.8381278538812786,F,simple_inference,1,Tiger,clothes,mammals,0
part_54_simple_inference,2,2.8381278538812786,F,simple_inference,2,Sheep,mammals,fruits,0
part_54_simple_inference,2,2.8381278538812786,F,simple_inference,3,Beaver,vehicles,fruits,0
part_54_simple_inference,2,2.8381278538812786,F,simple_inference,4,Mouse,fruits,fruits,1
part_55_simple_inference,2,2.2792237442922376,M,simple_inference,1,Bunny,fruits,fruits,1
part_55_simple_inference,2,2.2792237442922376,M,simple_inference,2,Pig,mammals,mammals,1
part_55_simple_inference,2,2.2792237442922376,M,simple_inference,3,Frog,vehicles,vehicles,1
part_55_simple_inference,2,2.2792237442922376,M,simple_inference,4,Sheep,clothes,mammals,0
part_56_simple_inference,2,2.2792237442922376,F,simple_inference,1,Sheep,vehicles,vehicles,1
part_56_simple_inference,2,2.2792237442922376,F,simple_inference,2,Frog,fruits,fruits,1
part_56_simple_inference,2,2.2792237442922376,F,simple_inference,3,Beaver,mammals,mammals,1
part_56_simple_inference,2,2.2792237442922376,F,simple_inference,4,Pig,clothes,fruits,0
part_57_simple_inference,2,2.7175799086757992,M,simple_inference,1,Tiger,mammals,mammals,1
part_57_simple_inference,2,2.7175799086757992,M,simple_inference,2,Frog,fruits,fruits,1
part_57_simple_inference,2,2.7175799086757992,M,simple_inference,3,Pig,vehicles,clothes,0
part_57_simple_inference,2,2.7175799086757992,M,simple_inference,4,Mouse,clothes,clothes,1
part_58_simple_inference,2,2.095662100456621,F,simple_inference,1,Pig,vehicles,clothes,0
part_58_simple_inference,2,2.095662100456621,F,simple_inference,2,Tiger,fruits,mammals,0
part_58_simple_inference,2,2.095662100456621,F,simple_inference,3,Beaver,clothes,mammals,0
part_58_simple_inference,2,2.095662100456621,F,simple_inference,4,Bunny,mammals,fruits,0
part_59_simple_inference,2,2.687442922374429,F,simple_inference,1,Tiger,clothes,fruits,0
part_59_simple_inference,2,2.687442922374429,F,simple_inference,2,Pig,fruits,fruits,1
part_59_simple_inference,2,2.687442922374429,F,simple_inference,3,Bunny,vehicles,vehicles,1
part_59_simple_inference,2,2.687442922374429,F,simple_inference,4,Beaver,mammals,mammals,1
part_60_simple_inference,2,2.7175799086757992,M,simple_inference,1,Pig,vehicles,clothes,0
part_60_simple_inference,2,2.7175799086757992,M,simple_inference,2,Tiger,clothes,fruits,0
part_60_simple_inference,2,2.7175799086757992,M,simple_inference,3,Mouse,mammals,fruits,0
part_60_simple_inference,2,2.7175799086757992,M,simple_inference,4,Frog,fruits,clothes,0
part_61_simple_inference,2,2.5778538812785388,M,simple_inference,1,Mouse,fruits,vehicles,0
part_61_simple_inference,2,2.5778538812785388,M,simple_inference,2,Tiger,vehicles,mammals,0
part_61_simple_inference,2,2.5778538812785388,M,simple_inference,3,Pig,clothes,mammals,0
part_61_simple_inference,2,2.5778538812785388,M,simple_inference,4,Beaver,mammals,vehicles,0
part_62_simple_inference,2,2.3751141552511417,F,simple_inference,1,Sheep,clothes,vehicles,0
part_62_simple_inference,2,2.3751141552511417,F,simple_inference,2,Tiger,vehicles,mammals,0
part_62_simple_inference,2,2.3751141552511417,F,simple_inference,3,Bunny,fruits,clothes,0
part_62_simple_inference,2,2.3751141552511417,F,simple_inference,4,Mouse,mammals,mammals,1
part_63_simple_inference,2,2.8490867579908676,M,simple_inference,1,Bunny,mammals,mammals,1
part_63_simple_inference,2,2.8490867579908676,M,simple_inference,2,Beaver,clothes,fruits,0
part_63_simple_inference,2,2.8490867579908676,M,simple_inference,3,Pig,fruits,vehicles,0
part_63_simple_inference,2,2.8490867579908676,M,simple_inference,4,Mouse,vehicles,vehicles,1
part_64_simple_inference,2,2.698401826484018,M,simple_inference,1,Mouse,clothes,vehicles,0
part_64_simple_inference,2,2.698401826484018,M,simple_inference,2,Beaver,fruits,vehicles,0
part_64_simple_inference,2,2.698401826484018,M,simple_inference,3,Frog,vehicles,vehicles,1
part_64_simple_inference,2,2.698401826484018,M,simple_inference,4,Bunny,mammals,mammals,1
part_65_simple_inference,2,2.002511415525114,M,simple_inference,1,Sheep,clothes,vehicles,0
part_65_simple_inference,2,2.002511415525114,M,simple_inference,2,Pig,vehicles,fruits,0
part_65_simple_inference,2,2.002511415525114,M,simple_inference,3,Mouse,mammals,mammals,1
part_65_simple_inference,2,2.002511415525114,M,simple_inference,4,Bunny,fruits,fruits,1
part_67_simple_inference,2,2.3614155251141553,M,simple_inference,1,Frog,mammals,vehicles,0
part_67_simple_inference,2,2.3614155251141553,M,simple_inference,2,Tiger,vehicles,fruits,0
part_67_simple_inference,2,2.3614155251141553,M,simple_inference,3,Pig,clothes,fruits,0
part_67_simple_inference,2,2.3614155251141553,M,simple_inference,4,Sheep,fruits,vehicles,0
part_68_simple_inference,2,2.810730593607306,F,simple_inference,1,Bunny,clothes,vehicles,0
part_68_simple_inference,2,2.810730593607306,F,simple_inference,2,Tiger,vehicles,vehicles,1
part_68_simple_inference,2,2.810730593607306,F,simple_inference,3,Pig,mammals,fruits,0
part_68_simple_inference,2,2.810730593607306,F,simple_inference,4,Sheep,fruits,vehicles,0
part_66_simple_inference,2,2.4244292237442924,F,simple_inference,1,Mouse,mammals,fruits,0
part_66_simple_inference,2,2.4244292237442924,F,simple_inference,2,Pig,vehicles,fruits,0
part_66_simple_inference,2,2.4244292237442924,F,simple_inference,3,Frog,fruits,fruits,1
part_66_simple_inference,2,2.4244292237442924,F,simple_inference,4,Beaver,clothes,clothes,1
part_69_simple_inference,2,2.9203196347031963,M,simple_inference,1,Beaver,mammals,fruits,0
part_69_simple_inference,2,2.9203196347031963,M,simple_inference,2,Sheep,fruits,fruits,1
part_69_simple_inference,2,2.9203196347031963,M,simple_inference,3,Pig,vehicles,mammals,0
part_69_simple_inference,2,2.9203196347031963,M,simple_inference,4,Mouse,clothes,fruits,0
part_70_simple_inference,2,2.2052511415525116,F,simple_inference,1,Pig,vehicles,mammals,0
part_70_simple_inference,2,2.2052511415525116,F,simple_inference,2,Sheep,clothes,clothes,1
part_70_simple_inference,2,2.2052511415525116,F,simple_inference,3,Beaver,mammals,mammals,1
part_70_simple_inference,2,2.2052511415525116,F,simple_inference,4,Tiger,fruits,fruits,1
part_71_simple_inference,2,2.7531963470319636,F,simple_inference,1,Frog,mammals,clothes,0
part_71_simple_inference,2,2.7531963470319636,F,simple_inference,2,Beaver,clothes,vehicles,0
part_71_simple_inference,2,2.7531963470319636,F,simple_inference,3,Pig,fruits,vehicles,0
part_71_simple_inference,2,2.7531963470319636,F,simple_inference,4,Sheep,vehicles,clothes,0
